id	usable	usable2	software_author
GSE150877	yes	meta	author
GSE150921	no	no	author
GSE150923	no	no	none
GSE150930	no	no	none
GSE150949	no	no	none
GSE150952	no	no	none
GSE150989	no	no	none
GSE150991	yes	meta	author
GSE150992	no	no	none
GSE150995	no	no	author
GSE151006	no	no	none
GSE151007	no	no	none
GSE151009	no	no	none
GSE151074	no	no	none
GSE151087	no	no	none
GSE151089	no	no	none
GSE151091	no	no	none
GSE151117	no	no	none
GSE151137	no	no	none
GSE151151	no	no	none
GSE151152	no	no	none
GSE151161	no	no	none
GSE151167	no	no	none
GSE151186	no	no	none
GSE151202	no	no	none
GSE151212	no	no	none
GSE151231	yes	object	none
GSE151248	yes	meta	author
GSE151257	no	no	none
GSE151263	yes	object	author
GSE151302	no	no	none
GSE151309	no	no	none
GSE151310	no	no	none
GSE151334	no	no	none
GSE151346	yes	meta	author
GSE151354	no	no	none
GSE151375	no	no	none
GSE151381	no	no	author
GSE151409	no	no	author
GSE151421	yes	object	none
GSE151511	no	no	none
GSE151530	no	no	none
GSE151564	no	no	none
GSE151592	no	no	none
GSE151611	no	no	none
GSE151630	no	no	author
GSE151658	yes	object	none
GSE151669	no	no	none
GSE151674	yes	meta	author
GSE151682	no	no	author
GSE151709	no	no	author
GSE151710	yes	meta	author
GSE151723	no	no	author
GSE151811	no	no	none
GSE151824	no	no	author
GSE151825	no	no	none
GSE151831	no	no	none
GSE151877	no	no	author
GSE151878	no	no	none
GSE151889	no	no	none
GSE151902	yes	meta	none
GSE151921	no	no	author
GSE151928	no	no	none
GSE151940	yes	meta	none
GSE151944	yes	meta	none
GSE151958	no	no	none
GSE151961	no	no	none
GSE151973	yes	object	none
GSE151974	yes	meta	none
GSE151985	yes	object	author
GSE152009	no	no	none
GSE152014	no	no	none
GSE152018	no	no	none
GSE152022	yes	meta	none
GSE152048	no	no	none
GSE152058	yes	meta	author
GSE152125	no	no	none
GSE152145	no	no	none
GSE152184	no	no	none
GSE152197	no	no	author
GSE152198	no	no	none
GSE152222	no	no	none
GSE152237	no	no	none
GSE152238	no	no	none
GSE152246	no	no	none
GSE152248	no	no	none
GSE152281	no	no	author
GSE152282	no	no	none
GSE152315	no	no	none
GSE152318	no	no	none
GSE152325	yes	object	none
GSE152369	no	no	author
GSE152370	no	no	author
GSE152379	no	no	none
GSE152387	yes	meta	none
GSE152467	no	no	none
GSE152469	no	no	author
GSE152495	no	no	none
GSE152522	yes	meta	none
GSE152551	no	no	none
GSE152555	no	no	none
GSE152573	no	no	none
GSE152574	no	no	none
GSE152583	no	no	none
GSE152587	no	no	none
GSE152632	no	no	author
GSE152674	no	no	author
GSE152685	no	no	none
GSE152707	no	no	none
GSE152715	no	no	none
GSE152716	no	no	author
GSE152730	no	no	none
GSE152731	no	no	none
GSE152745	no	no	none
GSE152765	no	no	none
GSE152766	yes	object	none
GSE152786	no	no	none
GSE152805	no	no	none
GSE152806	no	no	none
GSE152815	no	no	none
GSE152841	no	no	none
GSE152842	no	no	none
GSE152859	no	no	none
GSE152866	no	no	none
GSE152867	no	no	none
GSE152888	no	no	none
GSE152906	no	no	none
GSE152915	no	no	none
GSE152928	no	no	none
GSE152930	no	no	none
GSE152939	no	no	none
GSE152946	no	no	none
GSE152962	yes	meta	none
GSE152981	no	no	author
GSE152982	no	no	none
GSE152988	no	no	none
GSE152989	yes	object	none
GSE153032	no	no	none
GSE153045	no	no	none
GSE153099	no	no	none
GSE153117	no	no	none
GSE153197	no	no	none
GSE153274	no	no	none
GSE153277	no	no	none
GSE153319	no	no	none
GSE153339	no	no	none
GSE153358	yes	meta	none
GSE153370	yes	meta	none
GSE153421	no	no	none
GSE153422	no	no	none
GSE153424	no	no	none
GSE153435	no	no	none
GSE153463	no	no	none
GSE153481	no	no	none
GSE153487	no	no	none
GSE153515	no	no	author
GSE153534	no	no	none
GSE153541	yes	meta	none
GSE153549	yes	meta	author
GSE153559	no	no	none
GSE153568	no	no	none
GSE153569	no	no	none
GSE153596	yes	object	none
GSE153599	no	no	none
GSE153615	no	no	none
GSE153627	no	no	none
GSE153632	no	no	none
GSE153647	no	no	none
GSE153665	no	no	none
GSE153674	no	no	none
GSE153676	yes	meta	none
GSE153697	yes	meta	none
GSE153701	no	no	none
GSE153737	no	no	none
GSE153760	no	no	author
GSE153765	yes	meta	none
GSE153771	no	no	none
GSE153802	no	no	none
GSE153807	no	no	author
GSE153818	no	no	author
GSE153819	no	no	none
GSE153824	no	no	author
GSE153889	no	no	none
GSE153895	no	no	none
GSE153916	yes	meta	none
GSE153929	no	no	author
GSE153931	yes	meta	none
GSE153935	no	no	none
GSE153958	no	no	none
GSE154000	yes	object	none
GSE154014	no	no	none
GSE154037	yes	meta	none
GSE154047	no	no	author
GSE154048	yes	meta	author
GSE154049	no	no	none
GSE154102	no	no	none
GSE154107	no	no	none
GSE154109	no	no	author
GSE154126	no	no	none
GSE154136	no	no	none
GSE154159	no	no	none
GSE154160	no	no	none
GSE154196	no	no	none
GSE154203	no	no	none
GSE154259	no	no	none
GSE154278	no	no	none
GSE154304	no	no	none
GSE154356	no	no	author
GSE154358	no	no	author
GSE154359	no	no	author
GSE154370	no	no	none
GSE154375	no	no	none
GSE154385	no	no	none
GSE154386	no	no	none
GSE154400	no	no	none
GSE154406	yes	object	none
GSE154515	no	no	none
GSE154543	no	no	author
GSE154557	no	no	none
GSE154564	no	no	none
GSE154567	yes	meta	none
GSE154572	yes	meta	none
GSE154579	no	no	author
GSE154600	no	no	none
GSE154654	no	no	none
GSE154659	yes	object	none
GSE154679	no	no	none
GSE154692	yes	meta	author
GSE154759	yes	object	author
GSE154763	yes	meta	none
GSE154772	no	no	none
GSE154775	no	no	none
GSE154776	no	no	none
GSE154778	no	no	author
GSE154817	no	no	author
GSE154826	yes	meta	none
GSE154854	no	no	none
GSE154863	no	no	none
GSE154868	no	meta	none
GSE154869	yes	meta	none
GSE154870	no	meta	none
GSE154874	no	no	none
GSE154879	no	no	none
GSE154900	no	no	none
GSE154906	no	no	none
GSE154910	no	no	none
GSE154930	no	no	none
GSE154932	yes	object	none
GSE154969	no	no	none
GSE154973	no	no	none
GSE154977	yes	meta	author
GSE154978	yes	meta	author
GSE154989	yes	meta	author
GSE155006	no	no	author
GSE155012	no	no	none
GSE155079	no	no	none
GSE155081	no	no	none
GSE155088	no	no	none
GSE155113	no	no	none
GSE155136	no	no	none
GSE155182	yes	object	none
GSE155204	no	no	author
GSE155212	no	no	none
GSE155226	no	no	none
GSE155249	yes	meta	none
GSE155261	yes	meta	none
GSE155275	no	no	none
GSE155304	no	no	none
GSE155329	no	no	none
GSE155340	no	no	author
GSE155427	yes	object	none
GSE155434	no	no	author
GSE155436	no	no	none
GSE155468	no	no	none
GSE155488	no	no	none
GSE155499	no	no	none
GSE155506	no	no	none
GSE155514	no	no	author
GSE155536	no	no	none
GSE155569	no	no	none
GSE155602	no	no	none
GSE155619	yes	meta	none
GSE155622	yes	meta	none
GSE155669	no	no	none
GSE155673	no	no	author
GSE155698	no	no	none
GSE155699	no	no	none
GSE155788	no	no	none
GSE155794	no	no	author
GSE155802	no	no	none
GSE155850	no	no	none
GSE155880	no	no	none
GSE155928	no	no	none
GSE155966	no	no	none
GSE155988	yes	meta	none
GSE156031	no	no	none
GSE156043	no	no	none
GSE156052	no	no	author
GSE156057	no	no	author
GSE156070	no	no	none
GSE156135	no	no	none
GSE156136	no	no	none
GSE156138	no	no	author
GSE156150	no	no	author
GSE156154	no	no	none
GSE156170	no	no	author
GSE156180	no	no	none
GSE156183	yes	meta	author
GSE156201	no	no	none
GSE156210	no	no	none
GSE156214	no	no	none
GSE156234	no	no	none
GSE156245	yes	object	none
GSE156259	no	no	none
GSE156262	no	no	none
GSE156285	no	no	none
GSE156338	no	no	none
GSE156340	no	no	none
GSE156341	no	no	none
GSE156410	no	no	none
GSE156438	no	no	none
GSE156455	yes	meta	none
GSE156467	no	no	none
GSE156473	no	no	none
GSE156498	no	no	none
GSE156505	no	no	none
GSE156588	no	no	none
GSE156596	no	no	none
GSE156625	no	no	author
GSE156628	yes	object	none
GSE156633	no	no	none
GSE156644	no	no	none
GSE156663	no	no	none
GSE156686	no	no	none
GSE156689	no	no	none
GSE156700	no	no	none
GSE156725	no	no	none
GSE156734	no	no	none
GSE156745	yes	meta	none
GSE156752	no	no	none
GSE156755	no	no	none
GSE156776	no	no	none
GSE156790	no	no	none
GSE156793	yes	meta	none
GSE156841	no	no	none
GSE156851	no	no	none
GSE156905	no	no	none
GSE156972	yes	meta	author
GSE156988	no	no	none
GSE157019	no	no	none
GSE157068	yes	object	author
GSE157072	no	no	none
GSE157079	yes	meta	none
GSE157100	no	no	author
GSE157119	no	no	none
GSE157144	no	no	none
GSE157157	no	no	none
GSE157202	yes	meta	author
GSE157204	no	no	none
GSE157220	no	no	author
GSE157244	no	no	none
GSE157277	no	no	author
GSE157278	no	no	author
GSE157280	no	no	none
GSE157281	no	no	none
GSE157292	no	no	author
GSE157299	no	no	none
GSE157344	no	no	none
GSE157362	no	no	none
GSE157382	no	no	none
GSE157410	no	no	author
GSE157424	yes	meta	none
GSE157453	yes	meta	none
GSE157477	no	no	none
GSE157480	no	no	none
GSE157501	yes	object	none
GSE157504	no	no	none
GSE157507	no	no	none
GSE157518	no	no	none
GSE157525	no	no	none
GSE157526	no	no	none
GSE157542	no	no	none
GSE157580	no	no	none
GSE157591	no	no	none
GSE157600	no	no	none
GSE157624	no	no	none
GSE157640	no	no	none
GSE157641	no	no	none
GSE157653	no	no	none
GSE157679	no	no	none
GSE157697	no	no	none
GSE157703	no	no	none
GSE157740	no	no	author
GSE157742	no	no	author
GSE157743	no	no	author
GSE157744	no	no	author
GSE157770	no	no	none
GSE157771	no	no	none
GSE157773	no	no	none
GSE157781	no	no	none
GSE157782	no	no	none
GSE157783	no	no	none
GSE157815	no	no	author
GSE157816	no	no	none
GSE157827	no	no	none
GSE157829	no	no	none
GSE157860	no	no	none
GSE157890	no	no	author
GSE157962	no	no	author
GSE157963	no	no	author
GSE157966	no	no	none
GSE157977	no	no	none
GSE157983	yes	meta	none
GSE157990	no	no	author
GSE158004	no	no	author
GSE158016	no	no	none
GSE158030	yes	meta	none
GSE158034	yes	meta	none
GSE158036	yes	meta	none
GSE158037	yes	meta	none
GSE158050	no	no	none
GSE158055	yes	meta	none
GSE158109	yes	meta	none
GSE158127	yes	meta	none
GSE158130	yes	object	none
GSE158140	no	no	none
GSE158142	yes	object	author
GSE158153	no	no	none
GSE158175	no	no	none
GSE158234	no	no	none
GSE158240	yes	meta	author
GSE158241	no	no	none
GSE158257	yes	meta	none
GSE158275	no	no	none
GSE158278	yes	meta	none
GSE158291	no	no	none
GSE158304	no	no	none
GSE158349	no	no	none
GSE158358	no	no	none
GSE158378	no	no	none
GSE158380	no	no	none
GSE158390	no	no	author
GSE158432	no	no	author
GSE158449	yes	object	none
GSE158450	no	no	author
GSE158454	no	no	none
GSE158457	no	no	none
GSE158459	yes	meta	none
GSE158493	no	no	none
GSE158501	no	no	none
GSE158512	no	no	none
GSE158582	yes	meta	none
GSE158631	no	no	none
GSE158691	yes	object	none
GSE158700	no	no	none
GSE158704	no	no	none
GSE158722	no	no	none
GSE158724	no	no	none
GSE158733	no	no	none
GSE158761	yes	object	none
GSE158803	yes	meta	none
GSE158808	no	no	none
GSE158820	no	no	none
GSE158827	no	no	author
GSE158840	no	no	none
GSE158841	no	no	none
GSE158844	yes	object	none
GSE158849	no	no	none
GSE158855	no	no	none
GSE158859	yes	meta	none
GSE158874	no	no	none
GSE158880	no	no	none
GSE158886	no	no	none
GSE158896	yes	meta	none
GSE158923	no	no	none
GSE158924	no	no	none
GSE158937	no	no	none
GSE158960	no	no	none
GSE158967	no	no	author
GSE158989	no	no	none
GSE158999	yes	meta	none
GSE159013	no	no	none
GSE159030	no	no	none
GSE159065	no	no	none
GSE159074	no	no	none
GSE159107	no	no	none
GSE159113	no	no	none
GSE159117	no	no	none
GSE159156	no	no	none
GSE159161	no	no	none
GSE159196	no	no	none
GSE159212	no	no	author
GSE159252	yes	object	none
GSE159316	no	no	none
GSE159342	no	no	none
GSE159344	no	no	none
GSE159345	no	no	none
GSE159354	no	no	author
GSE159423	no	no	none
GSE159452	no	no	none
GSE159491	yes	meta	author
GSE159500	yes	meta	none
GSE159542	no	no	none
GSE159564	no	no	none
GSE159575	no	no	none
GSE159576	no	no	none
GSE159593	no	no	none
GSE159597	no	no	author
GSE159599	no	no	author
GSE159624	no	no	none
GSE159638	yes	meta	none
GSE159674	no	no	none
GSE159677	no	no	none
GSE159745	yes	meta	author
GSE159759	yes	meta	none
GSE159763	no	no	none
GSE159768	no	no	none
GSE159784	no	no	author
GSE159805	no	no	none
GSE159812	no	no	none
GSE159913	no	no	none
GSE159929	yes	meta	author
GSE159938	no	no	none
GSE159966	no	no	none
GSE160009	no	no	none
GSE160038	no	no	none
GSE160048	no	no	none
GSE160053	no	no	none
GSE160054	no	no	none
GSE160061	yes	object	none
GSE160062	no	no	none
GSE160090	no	no	author
GSE160097	yes	meta	none
GSE160098	yes	object	none
GSE160136	no	no	none
GSE160137	no	no	none
GSE160138	no	no	none
GSE160140	no	no	none
GSE160148	no	no	none
GSE160193	yes	meta	author
GSE160228	no	no	none
GSE160251	yes	object	none
GSE160269	no	no	none
GSE160305	no	no	none
GSE160351	no	no	none
GSE160358	no	no	author
GSE160377	yes	meta	none
GSE160384	no	no	none
GSE160386	no	no	none
GSE160400	no	no	none
GSE160450	no	no	none
GSE160466	no	no	author
GSE160474	no	no	none
GSE160486	no	no	none
GSE160487	no	no	none
GSE160523	yes	meta	none
GSE160529	no	no	none
GSE160536	no	no	author
GSE160585	yes	meta	none
GSE160664	yes	meta	none
GSE160673	yes	meta	none
GSE160674	no	no	none
GSE160729	no	no	none
GSE160751	no	no	author
GSE160752	no	no	author
GSE160753	no	no	author
GSE160754	no	no	author
GSE160760	no	no	none
GSE160763	no	no	none
GSE160767	no	no	none
GSE160772	yes	object	none
GSE160787	no	no	none
GSE160794	no	no	none
GSE160797	yes	meta	none
GSE160810	yes	object	none
GSE160876	no	no	author
GSE160910	no	no	none
GSE160915	no	no	none
GSE160938	yes	object	none
GSE160991	yes	meta	none
GSE161066	no	no	none
GSE161089	no	no	none
GSE161123	no	no	none
GSE161125	no	no	none
GSE161132	no	no	none
GSE161153	no	no	none
GSE161195	yes	meta	none
GSE161224	no	no	none
GSE161227	no	no	none
GSE161228	yes	meta	author
GSE161230	no	no	none
GSE161255	yes	meta	none
GSE161262	no	no	author
GSE161263	no	no	author
GSE161267	no	no	none
GSE161280	no	no	none
GSE161290	no	no	none
GSE161298	no	no	none
GSE161299	no	no	none
GSE161318	yes	meta	none
GSE161329	no	no	author
GSE161336	no	no	none
GSE161340	no	no	none
GSE161345	no	no	none
GSE161363	yes	meta	none
GSE161382	yes	meta	author
GSE161447	no	no	author
GSE161465	yes	meta	author
GSE161482	no	no	none
GSE161487	no	no	none
GSE161500	no	no	none
GSE161511	no	no	none
GSE161560	no	no	none
GSE161604	no	no	none
GSE161610	no	no	none
GSE161617	no	no	none
GSE161621	no	no	none
GSE161628	no	no	none
GSE161642	no	no	none
GSE161648	no	no	none
GSE161685	yes	object	author
GSE161722	no	no	none
GSE161738	yes	object	none
GSE161751	no	no	author
GSE161758	no	no	none
GSE161855	no	no	none
GSE161894	no	no	none
GSE161901	no	no	none
GSE161918	yes	meta	none
GSE161933	yes	meta	none
GSE161934	no	no	author
GSE161936	yes	object	none
GSE161937	no	no	none
GSE161947	yes	meta	none
GSE162025	yes	meta	author
GSE162033	no	no	none
GSE162035	no	no	none
GSE162045	no	no	none
GSE162049	no	no	none
GSE162053	no	no	none
GSE162054	no	no	none
GSE162073	no	no	none
GSE162075	no	no	none
GSE162086	yes	meta	none
GSE162097	no	no	none
GSE162098	no	no	none
GSE162115	no	no	none
GSE162121	yes	object	none
GSE162182	yes	meta	none
GSE162208	no	no	none
GSE162234	no	no	none
GSE162238	yes	meta	author
GSE162263	no	no	none
GSE162308	yes	meta	author
GSE162334	no	no	none
GSE162335	yes	meta	none
GSE162379	no	no	none
GSE162418	no	no	none
GSE162432	no	no	none
GSE162467	yes	object	none
GSE162498	yes	object	none
GSE162499	yes	meta	none
GSE162511	no	no	none
GSE162512	no	no	none
GSE162621	no	no	none
GSE162654	yes	meta	none
GSE162663	no	no	none
GSE162685	yes	meta	author
GSE162686	yes	meta	author
GSE162726	no	no	none
GSE162806	no	no	author
GSE162807	no	no	none
GSE162933	no	no	none
GSE162952	no	no	none
GSE162979	no	no	none
GSE162992	no	no	none
GSE163005	yes	meta	author
GSE163014	no	no	none
GSE163018	yes	meta	none
GSE163028	no	no	author
GSE163029	no	no	none
GSE163089	yes	meta	none
GSE163108	yes	meta	author
GSE163120	yes	meta	none
GSE163121	no	no	none
GSE163155	no	no	none
GSE163194	no	no	none
GSE163282	no	no	none
GSE163323	no	no	none
GSE163367	no	no	none
GSE163394	no	no	none
GSE163423	no	no	none
GSE163429	no	no	none
GSE163430	no	no	none
GSE163445	no	no	none
GSE163493	no	no	none
GSE163519	no	no	none
GSE163532	yes	meta	none
GSE163536	no	no	none
GSE163572	no	no	none
GSE163602	no	no	none
GSE163650	no	no	none
GSE163668	no	no	author
GSE163678	no	no	none
GSE163744	no	no	none
GSE163750	no	no	none
GSE163762	no	no	none
GSE163764	no	no	author
GSE163793	no	no	author
GSE163794	no	no	none
GSE163830	no	no	none
GSE163834	no	no	none
GSE163856	yes	object	none
GSE163919	yes	meta	none
GSE163952	yes	object	none
GSE163974	no	no	none
GSE164010	no	no	none
GSE164015	no	no	none
GSE164026	no	no	none
GSE164033	yes	meta	none
GSE164041	no	no	none
GSE164044	no	no	author
GSE164092	yes	meta	none
GSE164106	no	no	none
GSE164108	no	no	none
GSE164110	no	no	none
GSE164131	no	no	none
GSE93156	no	no	none
GSE93374	yes	meta	author
GSE93421	no	no	author
GSE93524	no	no	none
GSE93530	no	no	none
GSE93593	no	no	author
GSE93722	no	no	none
GSE93801	no	no	author
GSE93811	no	no	author
GSE94054	yes	meta	none
GSE94087	no	no	none
GSE94333	no	no	none
GSE94383	no	no	author
GSE94555	no	meta	author
GSE94579	no	no	author
GSE94641	no	no	author
GSE94813	no	no	none
GSE94820	no	no	author
GSE94883	no	no	author
GSE94920	no	no	none
GSE94957	no	no	none
GSE95021	no	no	author
GSE95025	no	no	author
GSE95093	no	no	author
GSE95133	yes	meta	author
GSE95140	no	no	author
GSE95155	no	no	author
GSE95157	no	no	none
GSE95194	no	no	author
GSE95435	no	no	none
GSE95446	no	no	none
GSE95450	no	no	none
GSE95542	no	no	none
GSE95601	yes	meta	author
GSE95701	yes	meta	author
GSE95723	no	no	author
GSE95736	no	no	none
GSE96045	no	no	author
GSE96066	no	no	none
GSE96104	no	no	none
GSE96105	no	no	none
GSE96106	no	no	none
GSE96569	no	no	none
GSE96583	no	no	author
GSE96630	no	no	none
GSE96638	no	no	none
GSE96674	no	no	none
GSE96675	no	no	none
GSE96772	no	no	author
GSE96819	no	no	none
GSE96827	no	no	author
GSE96981	no	no	author
GSE96986	no	no	author
GSE96993	no	no	author
GSE97037	no	no	none
GSE97080	no	no	author
GSE97160	no	no	none
GSE97168	yes	meta	author
GSE97213	no	no	none
GSE97310	no	no	none
GSE97381	no	no	none
GSE97390	no	no	author
GSE97519	no	no	none
GSE97564	no	no	none
GSE97655	no	no	author
GSE97679	no	no	author
GSE97681	no	no	author
GSE97693	no	no	none
GSE97726	no	no	author
GSE97727	no	no	none
GSE97848	no	no	none
GSE97849	no	no	none
GSE97881	no	no	none
GSE97941	no	meta	none
GSE97942	no	no	author
GSE97955	no	no	none
GSE98011	no	no	author
GSE98048	no	no	author
GSE98052	no	no	author
GSE98131	no	no	author
GSE98145	no	no	none
GSE98201	no	no	none
GSE98415	no	no	none
GSE98440	no	no	none
GSE98451	no	no	none
GSE98556	no	no	author
GSE98561	yes	object	author
GSE98567	no	no	author
GSE98569	no	no	author
GSE98587	no	no	none
GSE98638	no	no	author
GSE98644	no	no	none
GSE98664	no	no	author
GSE98679	yes	meta	none
GSE98734	yes	meta	none
GSE98794	no	no	none
GSE98816	no	no	none
GSE98852	no	no	none
GSE98971	no	no	author
GSE99058	no	no	none
GSE99093	yes	object	none
GSE99095	no	no	none
GSE99187	no	no	none
GSE99210	no	no	none
GSE99211	no	no	author
GSE99235	no	no	none
GSE99251	yes	meta	author
GSE99254	no	no	author
GSE99255	no	no	none
GSE99258	no	no	none
GSE99305	no	no	author
GSE99330	no	no	author
GSE99457	no	no	author
GSE99701	no	no	none
GSE99714	no	no	none
GSE99735	no	no	none
GSE99765	yes	meta	none
GSE99778	no	no	none
GSE99786	no	no	author
GSE99795	no	no	none
GSE99822	no	no	author
GSE99846	no	no	none
GSE99866	no	no	author
GSE99888	no	no	author
GSE99909	no	no	none
GSE99915	no	no	author
GSE99951	no	no	author
GSE99989	no	no	none
